date,user_id,rating,genre
2022-04-25,69,1,Drama
2022-03-15,25,1,Action
2022-03-10,45,1,Drama
2022-01-19,8,1,Comedy
2022-02-14,91,4,Horror
2022-02-03,14,4,Horror
2022-02-24,9,1,Horror
2022-03-07,66,5,Action
2022-01-19,98,1,Drama
2022-02-05,37,4,Action
2022-02-23,48,1,Horror
2022-02-01,1,5,Horror
2022-05-25,74,1,Horror
2022-01-02,30,4,Comedy
2022-04-15,22,2,Horror
2022-03-18,82,5,Comedy
2022-04-02,82,1,Horror
2022-04-28,1,1,Horror
2022-06-10,1,5,Horror
2022-02-11,70,5,Drama
2022-01-20,7,4,Action
2022-05-02,50,5,Action
2022-05-28,32,4,Drama
2022-06-21,61,2,Drama
2022-03-12,9,3,Drama
2022-01-12,71,1,Horror
2022-02-13,62,2,Comedy
2022-03-02,73,2,Horror
2022-04-22,27,5,Comedy
2022-02-17,75,2,Comedy
2022-05-29,12,1,Horror
2022-04-28,98,4,Action
2022-06-16,96,4,Drama
2022-06-18,74,4,Drama
2022-01-22,90,1,Drama
2022-04-30,99,1,Drama
2022-03-21,51,1,Drama
2022-02-10,26,4,Action
2022-03-19,56,4,Comedy
2022-03-11,29,1,Comedy
2022-01-15,73,2,Horror
2022-04-13,19,1,Comedy
2022-05-04,99,5,Action
2022-02-09,26,1,Horror
2022-05-03,2,3,Comedy
2022-02-03,66,4,Horror
2022-06-04,82,5,Drama
2022-05-30,8,4,Drama
2022-05-25,11,1,Horror
2022-03-11,34,2,Drama
2022-05-27,54,4,Comedy
2022-01-17,89,1,Drama
2022-05-11,61,2,Drama
2022-02-16,44,5,Action
2022-02-03,98,4,Action
2022-04-27,80,4,Horror
2022-02-10,19,1,Action
2022-05-08,21,2,Drama
2022-04-10,99,3,Action
2022-05-01,50,1,Horror
2022-05-10,8,4,Action
2022-03-02,39,4,Action
2022-01-09,17,5,Horror
2022-05-24,48,4,Comedy
2022-04-12,85,2,Horror
2022-04-14,28,4,Horror
